region,year,month,deaths,from_covid,with_covid,stopcoronavirus
Алтайский край,2016,1,2810,0,0,0
Алтайский край,2016,2,2777,0,0,0
Алтайский край,2016,3,3017,0,0,0
Алтайский край,2016,4,2665,0,0,0
Алтайский край,2016,5,2923,0,0,0
Алтайский край,2016,6,2877,0,0,0
Алтайский край,2016,7,2582,0,0,0
Алтайский край,2016,8,2751,0,0,0
Алтайский край,2016,9,2597,0,0,0
Алтайский край,2016,10,2655,0,0,0
Алтайский край,2016,11,2880,0,0,0
Алтайский край,2016,12,2763,0,0,0
Алтайский край,2017,1,3163,0,0,0
Алтайский край,2017,2,2635,0,0,0
Алтайский край,2017,3,2925,0,0,0
Алтайский край,2017,4,2685,0,0,0
Алтайский край,2017,5,3046,0,0,0
Алтайский край,2017,6,2813,0,0,0
Алтайский край,2017,7,2386,0,0,0
Алтайский край,2017,8,2858,0,0,0
Алтайский край,2017,9,2483,0,0,0
Алтайский край,2017,10,2763,0,0,0
Алтайский край,2017,11,2646,0,0,0
Алтайский край,2017,12,2560,0,0,0
Алтайский край,2018,1,3120,0,0,0
Алтайский край,2018,2,2625,0,0,0
Алтайский край,2018,3,2904,0,0,0
Алтайский край,2018,4,2754,0,0,0
Алтайский край,2018,5,3052,0,0,0
Алтайский край,2018,6,2811,0,0,0
Алтайский край,2018,7,2771,0,0,0
Алтайский край,2018,8,2816,0,0,0
Алтайский край,2018,9,2445,0,0,0
Алтайский край,2018,10,2823,0,0,0
Алтайский край,2018,11,2575,0,0,0
Алтайский край,2018,12,2547,0,0,0
Алтайский край,2019,1,3284,0,0,0
Алтайский край,2019,2,2632,0,0,0
Алтайский край,2019,3,2688,0,0,0
Алтайский край,2019,4,2840,0,0,0
Алтайский край,2019,5,2819,0,0,0
Алтайский край,2019,6,2550,0,0,0
Алтайский край,2019,7,2879,0,0,0
Алтайский край,2019,8,2569,0,0,0
Алтайский край,2019,9,2455,0,0,0
Алтайский край,2019,10,2857,0,0,0
Алтайский край,2019,11,2564,0,0,0
Алтайский край,2019,12,2647,0,0,0
Алтайский край,2020,1,2822,0,0,0
Алтайский край,2020,2,2478,0,0,0
Алтайский край,2020,3,2582,0,0,0
Алтайский край,2020,4,2619,1,0,1
Алтайский край,2020,5,2625,11,13,11
Алтайский край,2020,6,2567,23,31,21
Алтайский край,2020,7,2938,54,69,33
Алтайский край,2020,8,2625,44,85,53
Алтайский край,2020,9,3019,86,106,87
Амурская область,2016,1,913,0,0,0
Амурская область,2016,2,923,0,0,0
Амурская область,2016,3,984,0,0,0
Амурская область,2016,4,843,0,0,0
Амурская область,2016,5,891,0,0,0
Амурская область,2016,6,951,0,0,0
Амурская область,2016,7,900,0,0,0
Амурская область,2016,8,915,0,0,0
Амурская область,2016,9,860,0,0,0
Амурская область,2016,10,948,0,0,0
Амурская область,2016,11,926,0,0,0
Амурская область,2016,12,943,0,0,0
Амурская область,2017,1,1064,0,0,0
Амурская область,2017,2,916,0,0,0
Амурская область,2017,3,1006,0,0,0
Амурская область,2017,4,781,0,0,0
Амурская область,2017,5,971,0,0,0
Амурская область,2017,6,856,0,0,0
Амурская область,2017,7,846,0,0,0
Амурская область,2017,8,813,0,0,0
Амурская область,2017,9,822,0,0,0
Амурская область,2017,10,916,0,0,0
Амурская область,2017,11,817,0,0,0
Амурская область,2017,12,891,0,0,0
Амурская область,2018,1,930,0,0,0
Амурская область,2018,2,941,0,0,0
Амурская область,2018,3,991,0,0,0
Амурская область,2018,4,882,0,0,0
Амурская область,2018,5,921,0,0,0
Амурская область,2018,6,870,0,0,0
Амурская область,2018,7,893,0,0,0
Амурская область,2018,8,820,0,0,0
Амурская область,2018,9,758,0,0,0
Амурская область,2018,10,911,0,0,0
Амурская область,2018,11,853,0,0,0
Амурская область,2018,12,862,0,0,0
Амурская область,2019,1,1019,0,0,0
Амурская область,2019,2,929,0,0,0
Амурская область,2019,3,996,0,0,0
Амурская область,2019,4,959,0,0,0
Амурская область,2019,5,943,0,0,0
Амурская область,2019,6,817,0,0,0
Амурская область,2019,7,935,0,0,0
Амурская область,2019,8,863,0,0,0
Амурская область,2019,9,851,0,0,0
Амурская область,2019,10,983,0,0,0
Амурская область,2019,11,853,0,0,0
Амурская область,2019,12,940,0,0,0
Амурская область,2020,1,1070,0,0,0
Амурская область,2020,2,803,0,0,0
Амурская область,2020,3,883,0,0,0
Амурская область,2020,4,916,0,0,1
Амурская область,2020,5,857,1,5,4
Амурская область,2020,6,912,18,26,6
Амурская область,2020,7,1053,32,23,36
Амурская область,2020,8,901,9,13,0
Амурская область,2020,9,992,18,26,5
Архангельская область,2016,1,1418,0,0,0
Архангельская область,2016,2,1239,0,0,0
Архангельская область,2016,3,1454,0,0,0
Архангельская область,2016,4,1229,0,0,0
Архангельская область,2016,5,1351,0,0,0
Архангельская область,2016,6,1290,0,0,0
Архангельская область,2016,7,1300,0,0,0
Архангельская область,2016,8,1279,0,0,0
Архангельская область,2016,9,1373,0,0,0
Архангельская область,2016,10,1151,0,0,0
Архангельская область,2016,11,1374,0,0,0
Архангельская область,2016,12,1325,0,0,0
Архангельская область,2017,1,1667,0,0,0
Архангельская область,2017,2,1217,0,0,0
Архангельская область,2017,3,1356,0,0,0
Архангельская область,2017,4,1124,0,0,0
Архангельская область,2017,5,1305,0,0,0
Архангельская область,2017,6,1251,0,0,0
Архангельская область,2017,7,1139,0,0,0
Архангельская область,2017,8,1307,0,0,0
Архангельская область,2017,9,1163,0,0,0
Архангельская область,2017,10,1205,0,0,0
Архангельская область,2017,11,1155,0,0,0
Архангельская область,2017,12,1131,0,0,0
Архангельская область,2018,1,1398,0,0,0
Архангельская область,2018,2,1135,0,0,0
Архангельская область,2018,3,1426,0,0,0
Архангельская область,2018,4,1306,0,0,0
Архангельская область,2018,5,1375,0,0,0
Архангельская область,2018,6,1225,0,0,0
Архангельская область,2018,7,1257,0,0,0
Архангельская область,2018,8,1285,0,0,0
Архангельская область,2018,9,1092,0,0,0
Архангельская область,2018,10,1317,0,0,0
Архангельская область,2018,11,1136,0,0,0
Архангельская область,2018,12,1122,0,0,0
Архангельская область,2019,1,1446,0,0,0
Архангельская область,2019,2,1236,0,0,0
Архангельская область,2019,3,1309,0,0,0
Архангельская область,2019,4,1237,0,0,0
Архангельская область,2019,5,1293,0,0,0
Архангельская область,2019,6,1145,0,0,0
Архангельская область,2019,7,1270,0,0,0
Архангельская область,2019,8,1223,0,0,0
Архангельская область,2019,9,1084,0,0,0
Архангельская область,2019,10,1317,0,0,0
Архангельская область,2019,11,1113,0,0,0
Архангельская область,2019,12,1188,0,0,0
Архангельская область,2020,1,1313,0,0,0
Архангельская область,2020,2,1164,0,0,0
Архангельская область,2020,3,1273,0,0,0
Архангельская область,2020,4,1174,1,0,1
Архангельская область,2020,5,1336,35,10,8
Архангельская область,2020,6,1313,151,16,53
Архангельская область,2020,7,1366,140,32,124
Архангельская область,2020,8,1161,63,7,69
Архангельская область,2020,9,1473,82,7,9
Астраханская область,2016,1,1063,0,0,0
Астраханская область,2016,2,929,0,0,0
Астраханская область,2016,3,1107,0,0,0
Астраханская область,2016,4,1009,0,0,0
Астраханская область,2016,5,1018,0,0,0
Астраханская область,2016,6,1005,0,0,0
Астраханская область,2016,7,1001,0,0,0
Астраханская область,2016,8,1069,0,0,0
Астраханская область,2016,9,923,0,0,0
Астраханская область,2016,10,979,0,0,0
Астраханская область,2016,11,1064,0,0,0
Астраханская область,2016,12,1026,0,0,0
Астраханская область,2017,1,1209,0,0,0
Астраханская область,2017,2,971,0,0,0
Астраханская область,2017,3,1054,0,0,0
Астраханская область,2017,4,919,0,0,0
Астраханская область,2017,5,1041,0,0,0
Астраханская область,2017,6,887,0,0,0
Астраханская область,2017,7,931,0,0,0
Астраханская область,2017,8,988,0,0,0
Астраханская область,2017,9,815,0,0,0
Астраханская область,2017,10,934,0,0,0
Астраханская область,2017,11,898,0,0,0
Астраханская область,2017,12,953,0,0,0
Астраханская область,2018,1,1104,0,0,0
Астраханская область,2018,2,956,0,0,0
Астраханская область,2018,3,1044,0,0,0
Астраханская область,2018,4,957,0,0,0
Астраханская область,2018,5,1068,0,0,0
Астраханская область,2018,6,954,0,0,0
Астраханская область,2018,7,1116,0,0,0
Астраханская область,2018,8,885,0,0,0
Астраханская область,2018,9,845,0,0,0
Астраханская область,2018,10,900,0,0,0
Астраханская область,2018,11,923,0,0,0
Астраханская область,2018,12,981,0,0,0
Астраханская область,2019,1,1062,0,0,0
Астраханская область,2019,2,889,0,0,0
Астраханская область,2019,3,1028,0,0,0
Астраханская область,2019,4,1106,0,0,0
Астраханская область,2019,5,985,0,0,0
Астраханская область,2019,6,905,0,0,0
Астраханская область,2019,7,970,0,0,0
Астраханская область,2019,8,960,0,0,0
Астраханская область,2019,9,852,0,0,0
Астраханская область,2019,10,904,0,0,0
Астраханская область,2019,11,864,0,0,0
Астраханская область,2019,12,937,0,0,0
Астраханская область,2020,1,1110,0,0,0
Астраханская область,2020,2,913,0,0,0
Астраханская область,2020,3,1001,0,0,0
Астраханская область,2020,4,1067,5,0,4
Астраханская область,2020,5,932,12,3,11
Астраханская область,2020,6,960,17,10,16
Астраханская область,2020,7,1301,52,13,16
Астраханская область,2020,8,1063,45,10,26
Астраханская область,2020,9,1116,55,9,38
Белгородская область,2016,1,1892,0,0,0
Белгородская область,2016,2,1779,0,0,0
Белгородская область,2016,3,1959,0,0,0
Белгородская область,2016,4,1702,0,0,0
Белгородская область,2016,5,1938,0,0,0
Белгородская область,2016,6,1886,0,0,0
Белгородская область,2016,7,1817,0,0,0
Белгородская область,2016,8,1767,0,0,0
Белгородская область,2016,9,1656,0,0,0
Белгородская область,2016,10,1627,0,0,0
Белгородская область,2016,11,1725,0,0,0
Белгородская область,2016,12,1785,0,0,0
Белгородская область,2017,1,1986,0,0,0
Белгородская область,2017,2,1626,0,0,0
Белгородская область,2017,3,1915,0,0,0
Белгородская область,2017,4,1646,0,0,0
Белгородская область,2017,5,1818,0,0,0
Белгородская область,2017,6,1694,0,0,0
Белгородская область,2017,7,1612,0,0,0
Белгородская область,2017,8,1925,0,0,0
Белгородская область,2017,9,1512,0,0,0
Белгородская область,2017,10,1751,0,0,0
Белгородская область,2017,11,1744,0,0,0
Белгородская область,2017,12,1633,0,0,0
Белгородская область,2018,1,1884,0,0,0
Белгородская область,2018,2,1666,0,0,0
Белгородская область,2018,3,1917,0,0,0
Белгородская область,2018,4,1831,0,0,0
Белгородская область,2018,5,1861,0,0,0
Белгородская область,2018,6,1760,0,0,0
Белгородская область,2018,7,1688,0,0,0
Белгородская область,2018,8,1640,0,0,0
Белгородская область,2018,9,1550,0,0,0
Белгородская область,2018,10,1665,0,0,0
Белгородская область,2018,11,1747,0,0,0
Белгородская область,2018,12,1594,0,0,0
Белгородская область,2019,1,2172,0,0,0
Белгородская область,2019,2,1653,0,0,0
Белгородская область,2019,3,1745,0,0,0
Белгородская область,2019,4,1687,0,0,0
Белгородская область,2019,5,1844,0,0,0
Белгородская область,2019,6,1668,0,0,0
Белгородская область,2019,7,1778,0,0,0
Белгородская область,2019,8,1613,0,0,0
Белгородская область,2019,9,1498,0,0,0
Белгородская область,2019,10,1795,0,0,0
Белгородская область,2019,11,1634,0,0,0
Белгородская область,2019,12,1656,0,0,0
Белгородская область,2020,1,1880,0,0,0
Белгородская область,2020,2,1510,0,0,0
Белгородская область,2020,3,1691,0,0,0
Белгородская область,2020,4,1710,0,0,4
Белгородская область,2020,5,2039,26,14,15
Белгородская область,2020,6,1668,20,31,23
Белгородская область,2020,7,1897,8,32,5
Белгородская область,2020,8,1700,7,24,6
Белгородская область,2020,9,1891,10,44,5
Брянская область,2016,1,1779,0,0,0
Брянская область,2016,2,1636,0,0,0
Брянская область,2016,3,1680,0,0,0
Брянская область,2016,4,1482,0,0,0
Брянская область,2016,5,1721,0,0,0
Брянская область,2016,6,1566,0,0,0
Брянская область,2016,7,1459,0,0,0
Брянская область,2016,8,1621,0,0,0
Брянская область,2016,9,1429,0,0,0
Брянская область,2016,10,1494,0,0,0
Брянская область,2016,11,1585,0,0,0
Брянская область,2016,12,1590,0,0,0
Брянская область,2017,1,1901,0,0,0
Брянская область,2017,2,1454,0,0,0
Брянская область,2017,3,1666,0,0,0
Брянская область,2017,4,1464,0,0,0
Брянская область,2017,5,1721,0,0,0
Брянская область,2017,6,1468,0,0,0
Брянская область,2017,7,1449,0,0,0
Брянская область,2017,8,1505,0,0,0
Брянская область,2017,9,1369,0,0,0
Брянская область,2017,10,1586,0,0,0
Брянская область,2017,11,1491,0,0,0
Брянская область,2017,12,1523,0,0,0
Брянская область,2018,1,1684,0,0,0
Брянская область,2018,2,1397,0,0,0
Брянская область,2018,3,1660,0,0,0
Брянская область,2018,4,1635,0,0,0
Брянская область,2018,5,1666,0,0,0
Брянская область,2018,6,1457,0,0,0
Брянская область,2018,7,1522,0,0,0
Брянская область,2018,8,1454,0,0,0
Брянская область,2018,9,1267,0,0,0
Брянская область,2018,10,1635,0,0,0
Брянская область,2018,11,1508,0,0,0
Брянская область,2018,12,1423,0,0,0
Брянская область,2019,1,1717,0,0,0
Брянская область,2019,2,1541,0,0,0
Брянская область,2019,3,1497,0,0,0
Брянская область,2019,4,1544,0,0,0
Брянская область,2019,5,1531,0,0,0
Брянская область,2019,6,1324,0,0,0
Брянская область,2019,7,1482,0,0,0
Брянская область,2019,8,1347,0,0,0
Брянская область,2019,9,1350,0,0,0
Брянская область,2019,10,1452,0,0,0
Брянская область,2019,11,1357,0,0,0
Брянская область,2019,12,1442,0,0,0
Брянская область,2020,1,1693,0,0,0
Брянская область,2020,2,1394,0,0,0
Брянская область,2020,3,1458,0,0,0
Брянская область,2020,4,1547,12,9,8
Брянская область,2020,5,1801,20,129,23
Брянская область,2020,6,1616,5,132,3
Брянская область,2020,7,1655,3,65,1
Брянская область,2020,8,1380,0,45,0
Брянская область,2020,9,1523,11,89,3
Владимирская область,2016,1,2118,0,0,0
Владимирская область,2016,2,1886,0,0,0
Владимирская область,2016,3,1904,0,0,0
Владимирская область,2016,4,1783,0,0,0
Владимирская область,2016,5,1983,0,0,0
Владимирская область,2016,6,1983,0,0,0
Владимирская область,2016,7,1783,0,0,0
Владимирская область,2016,8,1931,0,0,0
Владимирская область,2016,9,1902,0,0,0
Владимирская область,2016,10,1834,0,0,0
Владимирская область,2016,11,1813,0,0,0
Владимирская область,2016,12,1988,0,0,0
Владимирская область,2017,1,2166,0,0,0
Владимирская область,2017,2,1708,0,0,0
Владимирская область,2017,3,1804,0,0,0
Владимирская область,2017,4,1750,0,0,0
Владимирская область,2017,5,1982,0,0,0
Владимирская область,2017,6,1778,0,0,0
Владимирская область,2017,7,1737,0,0,0
Владимирская область,2017,8,1784,0,0,0
Владимирская область,2017,9,1749,0,0,0
Владимирская область,2017,10,1847,0,0,0
Владимирская область,2017,11,1690,0,0,0
Владимирская область,2017,12,1764,0,0,0
Владимирская область,2018,1,1927,0,0,0
Владимирская область,2018,2,1644,0,0,0
Владимирская область,2018,3,2010,0,0,0
Владимирская область,2018,4,1988,0,0,0
Владимирская область,2018,5,1950,0,0,0
Владимирская область,2018,6,1857,0,0,0
Владимирская область,2018,7,1807,0,0,0
Владимирская область,2018,8,1758,0,0,0
Владимирская область,2018,9,1618,0,0,0
Владимирская область,2018,10,1872,0,0,0
Владимирская область,2018,11,1715,0,0,0
Владимирская область,2018,12,1740,0,0,0
Владимирская область,2019,1,2071,0,0,0
Владимирская область,2019,2,1622,0,0,0
Владимирская область,2019,3,1729,0,0,0
Владимирская область,2019,4,1853,0,0,0
Владимирская область,2019,5,1825,0,0,0
Владимирская область,2019,6,1620,0,0,0
Владимирская область,2019,7,1804,0,0,0
Владимирская область,2019,8,1746,0,0,0
Владимирская область,2019,9,1695,0,0,0
Владимирская область,2019,10,1837,0,0,0
Владимирская область,2019,11,1664,0,0,0
Владимирская область,2019,12,1835,0,0,0
Владимирская область,2020,1,1904,0,0,0
Владимирская область,2020,2,1687,0,0,0
Владимирская область,2020,3,1744,0,0,0
Владимирская область,2020,4,1806,18,0,4
Владимирская область,2020,5,2039,35,0,16
Владимирская область,2020,6,2226,26,2,43
Владимирская область,2020,7,1975,16,3,75
Владимирская область,2020,8,1868,8,1,55
Владимирская область,2020,9,1879,6,3,22
Волгоградская область,2016,1,3052,0,0,0
Волгоградская область,2016,2,2850,0,0,0
Волгоградская область,2016,3,3056,0,0,0
Волгоградская область,2016,4,2752,0,0,0
Волгоградская область,2016,5,2924,0,0,0
Волгоградская область,2016,6,3035,0,0,0
Волгоградская область,2016,7,2893,0,0,0
Волгоградская область,2016,8,2886,0,0,0
Волгоградская область,2016,9,2631,0,0,0
Волгоградская область,2016,10,2666,0,0,0
Волгоградская область,2016,11,2968,0,0,0
Волгоградская область,2016,12,2913,0,0,0
Волгоградская область,2017,1,3272,0,0,0
Волгоградская область,2017,2,2687,0,0,0
Волгоградская область,2017,3,2976,0,0,0
Волгоградская область,2017,4,2647,0,0,0
Волгоградская область,2017,5,2984,0,0,0
Волгоградская область,2017,6,2726,0,0,0
Волгоградская область,2017,7,2665,0,0,0
Волгоградская область,2017,8,2947,0,0,0
Волгоградская область,2017,9,2364,0,0,0
Волгоградская область,2017,10,2688,0,0,0
Волгоградская область,2017,11,2669,0,0,0
Волгоградская область,2017,12,2614,0,0,0
Волгоградская область,2018,1,3045,0,0,0
Волгоградская область,2018,2,2521,0,0,0
Волгоградская область,2018,3,2950,0,0,0
Волгоградская область,2018,4,2801,0,0,0
Волгоградская область,2018,5,3104,0,0,0
Волгоградская область,2018,6,2772,0,0,0
Волгоградская область,2018,7,3107,0,0,0
Волгоградская область,2018,8,2656,0,0,0
Волгоградская область,2018,9,2334,0,0,0
Волгоградская область,2018,10,2726,0,0,0
Волгоградская область,2018,11,2640,0,0,0
Волгоградская область,2018,12,2740,0,0,0
Волгоградская область,2019,1,3041,0,0,0
Волгоградская область,2019,2,2680,0,0,0
Волгоградская область,2019,3,2847,0,0,0
Волгоградская область,2019,4,2834,0,0,0
Волгоградская область,2019,5,2924,0,0,0
Волгоградская область,2019,6,2608,0,0,0
Волгоградская область,2019,7,2693,0,0,0
Волгоградская область,2019,8,2637,0,0,0
Волгоградская область,2019,9,2338,0,0,0
Волгоградская область,2019,10,2912,0,0,0
Волгоградская область,2019,11,2634,0,0,0
Волгоградская область,2019,12,2704,0,0,0
Волгоградская область,2020,1,2934,0,0,0
Волгоградская область,2020,2,2655,0,0,0
Волгоградская область,2020,3,2643,0,0,0
Волгоградская область,2020,4,2793,3,0,8
Волгоградская область,2020,5,3119,33,4,12
Волгоградская область,2020,6,2753,6,26,20
Волгоградская область,2020,7,3566,4,21,23
Волгоградская область,2020,8,2813,3,4,39
Волгоградская область,2020,9,3220,3,5,46
Вологодская область,2016,1,1741,0,0,0
Вологодская область,2016,2,1460,0,0,0
Вологодская область,2016,3,1504,0,0,0
Вологодская область,2016,4,1349,0,0,0
Вологодская область,2016,5,1479,0,0,0
Вологодская область,2016,6,1504,0,0,0
Вологодская область,2016,7,1417,0,0,0
Вологодская область,2016,8,1583,0,0,0
Вологодская область,2016,9,1432,0,0,0
Вологодская область,2016,10,1434,0,0,0
Вологодская область,2016,11,1439,0,0,0
Вологодская область,2016,12,1451,0,0,0
Вологодская область,2017,1,1694,0,0,0
Вологодская область,2017,2,1353,0,0,0
Вологодская область,2017,3,1445,0,0,0
Вологодская область,2017,4,1300,0,0,0
Вологодская область,2017,5,1532,0,0,0
Вологодская область,2017,6,1479,0,0,0
Вологодская область,2017,7,1381,0,0,0
Вологодская область,2017,8,1391,0,0,0
Вологодская область,2017,9,1346,0,0,0
Вологодская область,2017,10,1400,0,0,0
Вологодская область,2017,11,1308,0,0,0
Вологодская область,2017,12,1356,0,0,0
Вологодская область,2018,1,1525,0,0,0
Вологодская область,2018,2,1346,0,0,0
Вологодская область,2018,3,1544,0,0,0
Вологодская область,2018,4,1507,0,0,0
Вологодская область,2018,5,1533,0,0,0
Вологодская область,2018,6,1367,0,0,0
Вологодская область,2018,7,1348,0,0,0
Вологодская область,2018,8,1391,0,0,0
Вологодская область,2018,9,1260,0,0,0
Вологодская область,2018,10,1416,0,0,0
Вологодская область,2018,11,1289,0,0,0
Вологодская область,2018,12,1292,0,0,0
Вологодская область,2019,1,1551,0,0,0
Вологодская область,2019,2,1406,0,0,0
Вологодская область,2019,3,1354,0,0,0
Вологодская область,2019,4,1394,0,0,0
Вологодская область,2019,5,1390,0,0,0
Вологодская область,2019,6,1228,0,0,0
Вологодская область,2019,7,1407,0,0,0
Вологодская область,2019,8,1369,0,0,0
Вологодская область,2019,9,1280,0,0,0
Вологодская область,2019,10,1389,0,0,0
Вологодская область,2019,11,1245,0,0,0
Вологодская область,2019,12,1409,0,0,0
Вологодская область,2020,1,1421,0,0,0
Вологодская область,2020,2,1271,0,0,0
Вологодская область,2020,3,1380,0,0,0
Вологодская область,2020,4,1362,0,0,0
Вологодская область,2020,5,1275,6,2,6
Вологодская область,2020,6,1483,12,3,10
Вологодская область,2020,7,1393,9,4,8
Вологодская область,2020,8,1410,15,6,11
Вологодская область,2020,9,1437,15,3,11
Воронежская область,2016,1,3203,0,0,0
Воронежская область,2016,2,2956,0,0,0
Воронежская область,2016,3,3093,0,0,0
Воронежская область,2016,4,2804,0,0,0
Воронежская область,2016,5,2970,0,0,0
Воронежская область,2016,6,2999,0,0,0
Воронежская область,2016,7,3164,0,0,0
Воронежская область,2016,8,2893,0,0,0
Воронежская область,2016,9,2648,0,0,0
Воронежская область,2016,10,2674,0,0,0
Воронежская область,2016,11,2979,0,0,0
Воронежская область,2016,12,3109,0,0,0
Воронежская область,2017,1,3348,0,0,0
Воронежская область,2017,2,2863,0,0,0
Воронежская область,2017,3,3087,0,0,0
Воронежская область,2017,4,2601,0,0,0
Воронежская область,2017,5,3148,0,0,0
Воронежская область,2017,6,2719,0,0,0
Воронежская область,2017,7,2644,0,0,0
Воронежская область,2017,8,2812,0,0,0
Воронежская область,2017,9,2591,0,0,0
Воронежская область,2017,10,2940,0,0,0
Воронежская область,2017,11,2655,0,0,0
Воронежская область,2017,12,2720,0,0,0
Воронежская область,2018,1,3112,0,0,0
Воронежская область,2018,2,2621,0,0,0
Воронежская область,2018,3,3236,0,0,0
Воронежская область,2018,4,2954,0,0,0
Воронежская область,2018,5,3061,0,0,0
Воронежская область,2018,6,2819,0,0,0
Воронежская область,2018,7,2902,0,0,0
Воронежская область,2018,8,2668,0,0,0
Воронежская область,2018,9,2397,0,0,0
Воронежская область,2018,10,3016,0,0,0
Воронежская область,2018,11,2729,0,0,0
Воронежская область,2018,12,2778,0,0,0
Воронежская область,2019,1,3135,0,0,0
Воронежская область,2019,2,2728,0,0,0
Воронежская область,2019,3,2876,0,0,0
Воронежская область,2019,4,2797,0,0,0
Воронежская область,2019,5,2843,0,0,0
Воронежская область,2019,6,2595,0,0,0
Воронежская область,2019,7,2679,0,0,0
Воронежская область,2019,8,2586,0,0,0
Воронежская область,2019,9,2436,0,0,0
Воронежская область,2019,10,2884,0,0,0
Воронежская область,2019,11,2573,0,0,0
Воронежская область,2019,12,2775,0,0,0
Воронежская область,2020,1,3042,0,0,0
Воронежская область,2020,2,2536,0,0,0
Воронежская область,2020,3,2803,0,0,0
Воронежская область,2020,4,2784,10,1,9
Воронежская область,2020,5,2676,9,18,6
Воронежская область,2020,6,3154,57,52,23
Воронежская область,2020,7,3059,37,41,44
Воронежская область,2020,8,2664,33,25,27
Воронежская область,2020,9,3053,87,94,74
Еврейская автономная область,2016,1,224,0,0,0
Еврейская автономная область,2016,2,230,0,0,0
Еврейская автономная область,2016,3,230,0,0,0
Еврейская автономная область,2016,4,174,0,0,0
Еврейская автономная область,2016,5,203,0,0,0
Еврейская автономная область,2016,6,213,0,0,0
Еврейская автономная область,2016,7,194,0,0,0
Еврейская автономная область,2016,8,204,0,0,0
Еврейская автономная область,2016,9,182,0,0,0
Еврейская автономная область,2016,10,220,0,0,0
Еврейская автономная область,2016,11,226,0,0,0
Еврейская автономная область,2016,12,195,0,0,0
Еврейская автономная область,2017,1,227,0,0,0
Еврейская автономная область,2017,2,166,0,0,0
Еврейская автономная область,2017,3,230,0,0,0
Еврейская автономная область,2017,4,159,0,0,0
Еврейская автономная область,2017,5,181,0,0,0
Еврейская автономная область,2017,6,196,0,0,0
Еврейская автономная область,2017,7,175,0,0,0
Еврейская автономная область,2017,8,180,0,0,0
Еврейская автономная область,2017,9,151,0,0,0
Еврейская автономная область,2017,10,174,0,0,0
Еврейская автономная область,2017,11,165,0,0,0
Еврейская автономная область,2017,12,169,0,0,0
Еврейская автономная область,2018,1,191,0,0,0
Еврейская автономная область,2018,2,169,0,0,0
Еврейская автономная область,2018,3,230,0,0,0
Еврейская автономная область,2018,4,189,0,0,0
Еврейская автономная область,2018,5,184,0,0,0
Еврейская автономная область,2018,6,165,0,0,0
Еврейская автономная область,2018,7,193,0,0,0
Еврейская автономная область,2018,8,179,0,0,0
Еврейская автономная область,2018,9,157,0,0,0
Еврейская автономная область,2018,10,176,0,0,0
Еврейская автономная область,2018,11,181,0,0,0
Еврейская автономная область,2018,12,175,0,0,0
Еврейская автономная область,2019,1,255,0,0,0
Еврейская автономная область,2019,2,176,0,0,0
Еврейская автономная область,2019,3,207,0,0,0
Еврейская автономная область,2019,4,181,0,0,0
Еврейская автономная область,2019,5,204,0,0,0
Еврейская автономная область,2019,6,128,0,0,0
Еврейская автономная область,2019,7,196,0,0,0
Еврейская автономная область,2019,8,158,0,0,0
Еврейская автономная область,2019,9,165,0,0,0
Еврейская автономная область,2019,10,196,0,0,0
Еврейская автономная область,2019,11,173,0,0,0
Еврейская автономная область,2019,12,232,0,0,0
Еврейская автономная область,2020,1,183,0,0,0
Еврейская автономная область,2020,2,172,0,0,0
Еврейская автономная область,2020,3,189,0,0,0
Еврейская автономная область,2020,4,181,0,0,0
Еврейская автономная область,2020,5,211,3,0,3
Еврейская автономная область,2020,6,155,3,1,2
Еврейская автономная область,2020,7,209,4,0,3
Еврейская автономная область,2020,8,184,3,0,1
Еврейская автономная область,2020,9,176,3,0,5
Забайкальский край,2016,1,1124,0,0,0
Забайкальский край,2016,2,1159,0,0,0
Забайкальский край,2016,3,1282,0,0,0
Забайкальский край,2016,4,1003,0,0,0
Забайкальский край,2016,5,1164,0,0,0
Забайкальский край,2016,6,1080,0,0,0
Забайкальский край,2016,7,1041,0,0,0
Забайкальский край,2016,8,1126,0,0,0
Забайкальский край,2016,9,1054,0,0,0
Забайкальский край,2016,10,1101,0,0,0
Забайкальский край,2016,11,1044,0,0,0
Забайкальский край,2016,12,1133,0,0,0
Забайкальский край,2017,1,1219,0,0,0
Забайкальский край,2017,2,968,0,0,0
Забайкальский край,2017,3,1193,0,0,0
Забайкальский край,2017,4,967,0,0,0
Забайкальский край,2017,5,1013,0,0,0
Забайкальский край,2017,6,1068,0,0,0
Забайкальский край,2017,7,1007,0,0,0
Забайкальский край,2017,8,1074,0,0,0
Забайкальский край,2017,9,939,0,0,0
Забайкальский край,2017,10,1052,0,0,0
Забайкальский край,2017,11,1025,0,0,0
Забайкальский край,2017,12,1028,0,0,0
Забайкальский край,2018,1,1178,0,0,0
Забайкальский край,2018,2,1061,0,0,0
Забайкальский край,2018,3,1214,0,0,0
Забайкальский край,2018,4,1092,0,0,0
Забайкальский край,2018,5,1180,0,0,0
Забайкальский край,2018,6,1017,0,0,0
Забайкальский край,2018,7,1120,0,0,0
Забайкальский край,2018,8,1053,0,0,0
Забайкальский край,2018,9,917,0,0,0
Забайкальский край,2018,10,1181,0,0,0
Забайкальский край,2018,11,1054,0,0,0
Забайкальский край,2018,12,1071,0,0,0
Забайкальский край,2019,1,1207,0,0,0
