region,year,month,deaths,from_covid,with_covid,stopcoronavirus
Карачаево-Черкесская Республика,2017,6,335,0,0,0
Карачаево-Черкесская Республика,2017,7,329,0,0,0
Карачаево-Черкесская Республика,2017,8,347,0,0,0
Карачаево-Черкесская Республика,2017,9,328,0,0,0
Карачаево-Черкесская Республика,2017,10,355,0,0,0
Карачаево-Черкесская Республика,2017,11,376,0,0,0
Карачаево-Черкесская Республика,2017,12,354,0,0,0
Карачаево-Черкесская Республика,2018,1,357,0,0,0
Карачаево-Черкесская Республика,2018,2,359,0,0,0
Карачаево-Черкесская Республика,2018,3,346,0,0,0
Карачаево-Черкесская Республика,2018,4,333,0,0,0
Карачаево-Черкесская Республика,2018,5,403,0,0,0
Карачаево-Черкесская Республика,2018,6,311,0,0,0
Карачаево-Черкесская Республика,2018,7,359,0,0,0
Карачаево-Черкесская Республика,2018,8,323,0,0,0
Карачаево-Черкесская Республика,2018,9,313,0,0,0
Карачаево-Черкесская Республика,2018,10,346,0,0,0
Карачаево-Черкесская Республика,2018,11,354,0,0,0
Карачаево-Черкесская Республика,2018,12,333,0,0,0
Карачаево-Черкесская Республика,2019,1,369,0,0,0
Карачаево-Черкесская Республика,2019,2,357,0,0,0
Карачаево-Черкесская Республика,2019,3,390,0,0,0
Карачаево-Черкесская Республика,2019,4,415,0,0,0
Карачаево-Черкесская Республика,2019,5,329,0,0,0
Карачаево-Черкесская Республика,2019,6,293,0,0,0
Карачаево-Черкесская Республика,2019,7,352,0,0,0
Карачаево-Черкесская Республика,2019,8,285,0,0,0
Карачаево-Черкесская Республика,2019,9,324,0,0,0
Карачаево-Черкесская Республика,2019,10,355,0,0,0
Карачаево-Черкесская Республика,2019,11,359,0,0,0
Карачаево-Черкесская Республика,2019,12,382,0,0,0
Карачаево-Черкесская Республика,2020,1,383,0,0,0
Карачаево-Черкесская Республика,2020,2,358,0,0,0
Карачаево-Черкесская Республика,2020,3,337,0,0,0
Карачаево-Черкесская Республика,2020,4,400,0,0,2
Карачаево-Черкесская Республика,2020,5,355,11,7,3
Карачаево-Черкесская Республика,2020,6,282,18,35,7
Карачаево-Черкесская Республика,2020,7,613,26,89,11
Карачаево-Черкесская Республика,2020,8,381,4,14,3
Карачаево-Черкесская Республика,2020,9,376,5,20,3
Кемеровская область,2016,1,3440,0,0,0
Кемеровская область,2016,2,3114,0,0,0
Кемеровская область,2016,3,3732,0,0,0
Кемеровская область,2016,4,3179,0,0,0
Кемеровская область,2016,5,3270,0,0,0
Кемеровская область,2016,6,3263,0,0,0
Кемеровская область,2016,7,3027,0,0,0
Кемеровская область,2016,8,3258,0,0,0
Кемеровская область,2016,9,3178,0,0,0
Кемеровская область,2016,10,2901,0,0,0
Кемеровская область,2016,11,3342,0,0,0
Кемеровская область,2016,12,3179,0,0,0
Кемеровская область,2017,1,3582,0,0,0
Кемеровская область,2017,2,3154,0,0,0
Кемеровская область,2017,3,3385,0,0,0
Кемеровская область,2017,4,3136,0,0,0
Кемеровская область,2017,5,3395,0,0,0
Кемеровская область,2017,6,3089,0,0,0
Кемеровская область,2017,7,2766,0,0,0
Кемеровская область,2017,8,3268,0,0,0
Кемеровская область,2017,9,3067,0,0,0
Кемеровская область,2017,10,3154,0,0,0
Кемеровская область,2017,11,3042,0,0,0
Кемеровская область,2017,12,3053,0,0,0
Кемеровская область,2018,1,3613,0,0,0
Кемеровская область,2018,2,3173,0,0,0
Кемеровская область,2018,3,3566,0,0,0
Кемеровская область,2018,4,3199,0,0,0
Кемеровская область,2018,5,3419,0,0,0
Кемеровская область,2018,6,3179,0,0,0
Кемеровская область,2018,7,3122,0,0,0
Кемеровская область,2018,8,3140,0,0,0
Кемеровская область,2018,9,2965,0,0,0
Кемеровская область,2018,10,3204,0,0,0
Кемеровская область,2018,11,2990,0,0,0
Кемеровская область,2018,12,3031,0,0,0
Кемеровская область,2019,1,3976,0,0,0
Кемеровская область,2019,2,3265,0,0,0
Кемеровская область,2019,3,3019,0,0,0
Кемеровская область,2019,4,3094,0,0,0
Кемеровская область,2019,5,3432,0,0,0
Кемеровская область,2019,6,2943,0,0,0
Кемеровская область,2019,7,3179,0,0,0
Кемеровская область,2019,8,3067,0,0,0
Кемеровская область,2019,9,2751,0,0,0
Кемеровская область,2019,10,3289,0,0,0
Кемеровская область,2019,11,2906,0,0,0
Кемеровская область,2019,12,3107,0,0,0
Кемеровская область,2020,1,3339,0,0,0
Кемеровская область,2020,2,2970,0,0,0
Кемеровская область,2020,3,3294,0,0,0
Кемеровская область,2020,4,3048,2,0,2
Кемеровская область,2020,5,3008,7,8,5
Кемеровская область,2020,6,3119,11,77,2
Кемеровская область,2020,7,3431,20,142,9
Кемеровская область,2020,8,2960,29,136,26
Кемеровская область,2020,9,3620,47,268,59
Кировская область,2016,1,1676,0,0,0
Кировская область,2016,2,1664,0,0,0
Кировская область,2016,3,1598,0,0,0
Кировская область,2016,4,1567,0,0,0
Кировская область,2016,5,1780,0,0,0
Кировская область,2016,6,1658,0,0,0
Кировская область,2016,7,1406,0,0,0
Кировская область,2016,8,1622,0,0,0
Кировская область,2016,9,1596,0,0,0
Кировская область,2016,10,1566,0,0,0
Кировская область,2016,11,1512,0,0,0
Кировская область,2016,12,1653,0,0,0
Кировская область,2017,1,1920,0,0,0
Кировская область,2017,2,1572,0,0,0
Кировская область,2017,3,1634,0,0,0
Кировская область,2017,4,1410,0,0,0
Кировская область,2017,5,1667,0,0,0
Кировская область,2017,6,1510,0,0,0
Кировская область,2017,7,1489,0,0,0
Кировская область,2017,8,1450,0,0,0
Кировская область,2017,9,1477,0,0,0
Кировская область,2017,10,1639,0,0,0
Кировская область,2017,11,1350,0,0,0
Кировская область,2017,12,1443,0,0,0
Кировская область,2018,1,1706,0,0,0
Кировская область,2018,2,1469,0,0,0
Кировская область,2018,3,1793,0,0,0
Кировская область,2018,4,1677,0,0,0
Кировская область,2018,5,1703,0,0,0
Кировская область,2018,6,1635,0,0,0
Кировская область,2018,7,1548,0,0,0
Кировская область,2018,8,1535,0,0,0
Кировская область,2018,9,1484,0,0,0
Кировская область,2018,10,1578,0,0,0
Кировская область,2018,11,1438,0,0,0
Кировская область,2018,12,1461,0,0,0
Кировская область,2019,1,1788,0,0,0
Кировская область,2019,2,1507,0,0,0
Кировская область,2019,3,1532,0,0,0
Кировская область,2019,4,1488,0,0,0
Кировская область,2019,5,1585,0,0,0
Кировская область,2019,6,1363,0,0,0
Кировская область,2019,7,1580,0,0,0
Кировская область,2019,8,1377,0,0,0
Кировская область,2019,9,1502,0,0,0
Кировская область,2019,10,1507,0,0,0
Кировская область,2019,11,1447,0,0,0
Кировская область,2019,12,1487,0,0,0
Кировская область,2020,1,1629,0,0,0
Кировская область,2020,2,1479,0,0,0
Кировская область,2020,3,1520,0,0,0
Кировская область,2020,4,1492,0,0,4
Кировская область,2020,5,1654,14,2,13
Кировская область,2020,6,1396,21,7,18
Кировская область,2020,7,1656,48,17,34
Кировская область,2020,8,1496,45,27,29
Кировская область,2020,9,1729,59,88,33
Костромская область,2016,1,923,0,0,0
Костромская область,2016,2,886,0,0,0
Костромская область,2016,3,842,0,0,0
Костромская область,2016,4,789,0,0,0
Костромская область,2016,5,858,0,0,0
Костромская область,2016,6,847,0,0,0
Костромская область,2016,7,744,0,0,0
Костромская область,2016,8,843,0,0,0
Костромская область,2016,9,850,0,0,0
Костромская область,2016,10,821,0,0,0
Костромская область,2016,11,812,0,0,0
Костромская область,2016,12,909,0,0,0
Костромская область,2017,1,972,0,0,0
Костромская область,2017,2,722,0,0,0
Костромская область,2017,3,860,0,0,0
Костромская область,2017,4,769,0,0,0
Костромская область,2017,5,823,0,0,0
Костромская область,2017,6,791,0,0,0
Костромская область,2017,7,771,0,0,0
Костромская область,2017,8,781,0,0,0
Костромская область,2017,9,725,0,0,0
Костромская область,2017,10,824,0,0,0
Костромская область,2017,11,764,0,0,0
Костромская область,2017,12,793,0,0,0
Костромская область,2018,1,899,0,0,0
Костромская область,2018,2,726,0,0,0
Костромская область,2018,3,821,0,0,0
Костромская область,2018,4,828,0,0,0
Костромская область,2018,5,889,0,0,0
Костромская область,2018,6,778,0,0,0
Костромская область,2018,7,770,0,0,0
Костромская область,2018,8,749,0,0,0
Костромская область,2018,9,708,0,0,0
Костромская область,2018,10,841,0,0,0
Костромская область,2018,11,740,0,0,0
Костромская область,2018,12,719,0,0,0
Костромская область,2019,1,895,0,0,0
Костромская область,2019,2,768,0,0,0
Костромская область,2019,3,785,0,0,0
Костромская область,2019,4,746,0,0,0
Костромская область,2019,5,792,0,0,0
Костромская область,2019,6,692,0,0,0
Костромская область,2019,7,823,0,0,0
Костромская область,2019,8,754,0,0,0
Костромская область,2019,9,727,0,0,0
Костромская область,2019,10,863,0,0,0
Костромская область,2019,11,738,0,0,0
Костромская область,2019,12,784,0,0,0
Костромская область,2020,1,858,0,0,0
Костромская область,2020,2,754,0,0,0
Костромская область,2020,3,717,0,0,0
Костромская область,2020,4,854,2,1,3
Костромская область,2020,5,774,10,2,7
Костромская область,2020,6,804,9,1,7
Костромская область,2020,7,775,11,5,9
Костромская область,2020,8,763,17,3,14
Костромская область,2020,9,868,52,7,34
Краснодарский край,2016,1,6710,0,0,0
Краснодарский край,2016,2,5878,0,0,0
Краснодарский край,2016,3,6307,0,0,0
Краснодарский край,2016,4,5732,0,0,0
Краснодарский край,2016,5,5750,0,0,0
Краснодарский край,2016,6,5709,0,0,0
Краснодарский край,2016,7,5649,0,0,0
Краснодарский край,2016,8,5755,0,0,0
Краснодарский край,2016,9,5551,0,0,0
Краснодарский край,2016,10,5547,0,0,0
Краснодарский край,2016,11,6179,0,0,0
Краснодарский край,2016,12,6573,0,0,0
Краснодарский край,2017,1,7141,0,0,0
Краснодарский край,2017,2,5637,0,0,0
Краснодарский край,2017,3,6134,0,0,0
Краснодарский край,2017,4,5452,0,0,0
Краснодарский край,2017,5,5886,0,0,0
Краснодарский край,2017,6,5739,0,0,0
Краснодарский край,2017,7,5339,0,0,0
Краснодарский край,2017,8,6193,0,0,0
Краснодарский край,2017,9,5362,0,0,0
Краснодарский край,2017,10,5723,0,0,0
Краснодарский край,2017,11,5467,0,0,0
Краснодарский край,2017,12,5661,0,0,0
Краснодарский край,2018,1,6207,0,0,0
Краснодарский край,2018,2,5351,0,0,0
Краснодарский край,2018,3,5866,0,0,0
Краснодарский край,2018,4,5531,0,0,0
Краснодарский край,2018,5,6114,0,0,0
Краснодарский край,2018,6,5517,0,0,0
Краснодарский край,2018,7,5964,0,0,0
Краснодарский край,2018,8,5838,0,0,0
Краснодарский край,2018,9,5275,0,0,0
Краснодарский край,2018,10,5717,0,0,0
Краснодарский край,2018,11,5525,0,0,0
Краснодарский край,2018,12,6043,0,0,0
Краснодарский край,2019,1,6596,0,0,0
Краснодарский край,2019,2,5380,0,0,0
Краснодарский край,2019,3,6177,0,0,0
Краснодарский край,2019,4,6371,0,0,0
Краснодарский край,2019,5,6034,0,0,0
Краснодарский край,2019,6,5313,0,0,0
Краснодарский край,2019,7,5841,0,0,0
Краснодарский край,2019,8,5460,0,0,0
Краснодарский край,2019,9,5005,0,0,0
Краснодарский край,2019,10,6013,0,0,0
Краснодарский край,2019,11,5845,0,0,0
Краснодарский край,2019,12,5801,0,0,0
Краснодарский край,2020,1,6604,0,0,0
Краснодарский край,2020,2,5936,0,0,0
Краснодарский край,2020,3,5809,0,0,0
Краснодарский край,2020,4,5632,27,6,20
Краснодарский край,2020,5,7003,88,127,12
Краснодарский край,2020,6,4529,29,89,44
Краснодарский край,2020,7,6930,29,110,37
Краснодарский край,2020,8,6155,55,185,69
Краснодарский край,2020,9,6956,80,292,96
Красноярский край,2016,1,3059,0,0,0
Красноярский край,2016,2,3132,0,0,0
Красноярский край,2016,3,3334,0,0,0
Красноярский край,2016,4,2821,0,0,0
Красноярский край,2016,5,3142,0,0,0
Красноярский край,2016,6,2943,0,0,0
Красноярский край,2016,7,2784,0,0,0
Красноярский край,2016,8,3004,0,0,0
Красноярский край,2016,9,2959,0,0,0
Красноярский край,2016,10,2836,0,0,0
Красноярский край,2016,11,2878,0,0,0
Красноярский край,2016,12,2864,0,0,0
Красноярский край,2017,1,3323,0,0,0
Красноярский край,2017,2,2835,0,0,0
Красноярский край,2017,3,3279,0,0,0
Красноярский край,2017,4,2665,0,0,0
Красноярский край,2017,5,3074,0,0,0
Красноярский край,2017,6,2971,0,0,0
Красноярский край,2017,7,2772,0,0,0
Красноярский край,2017,8,2862,0,0,0
Красноярский край,2017,9,2909,0,0,0
Красноярский край,2017,10,2922,0,0,0
Красноярский край,2017,11,2884,0,0,0
Красноярский край,2017,12,2785,0,0,0
Красноярский край,2018,1,3245,0,0,0
Красноярский край,2018,2,2766,0,0,0
Красноярский край,2018,3,3177,0,0,0
Красноярский край,2018,4,2983,0,0,0
Красноярский край,2018,5,3336,0,0,0
Красноярский край,2018,6,2894,0,0,0
Красноярский край,2018,7,3009,0,0,0
Красноярский край,2018,8,2976,0,0,0
Красноярский край,2018,9,2638,0,0,0
Красноярский край,2018,10,3069,0,0,0
Красноярский край,2018,11,2718,0,0,0
Красноярский край,2018,12,2767,0,0,0
Красноярский край,2019,1,3510,0,0,0
Красноярский край,2019,2,3056,0,0,0
Красноярский край,2019,3,2874,0,0,0
Красноярский край,2019,4,2941,0,0,0
Красноярский край,2019,5,2948,0,0,0
Красноярский край,2019,6,2620,0,0,0
Красноярский край,2019,7,2946,0,0,0
Красноярский край,2019,8,2912,0,0,0
Красноярский край,2019,9,2838,0,0,0
Красноярский край,2019,10,3001,0,0,0
Красноярский край,2019,11,2692,0,0,0
Красноярский край,2019,12,2938,0,0,0
Красноярский край,2020,1,3235,0,0,0
Красноярский край,2020,2,2709,0,0,0
Красноярский край,2020,3,2984,0,0,0
Красноярский край,2020,4,2760,4,0,8
Красноярский край,2020,5,3371,32,7,31
Красноярский край,2020,6,2491,82,38,81
Красноярский край,2020,7,3592,250,125,211
Красноярский край,2020,8,3202,125,112,146
Красноярский край,2020,9,3092,40,52,74
Курганская область,2016,1,1254,0,0,0
Курганская область,2016,2,1216,0,0,0
Курганская область,2016,3,1147,0,0,0
Курганская область,2016,4,1078,0,0,0
Курганская область,2016,5,1174,0,0,0
Курганская область,2016,6,1067,0,0,0
Курганская область,2016,7,1006,0,0,0
Курганская область,2016,8,1162,0,0,0
Курганская область,2016,9,1096,0,0,0
Курганская область,2016,10,1102,0,0,0
Курганская область,2016,11,1177,0,0,0
Курганская область,2016,12,1084,0,0,0
Курганская область,2017,1,1305,0,0,0
Курганская область,2017,2,1035,0,0,0
Курганская область,2017,3,1114,0,0,0
Курганская область,2017,4,1047,0,0,0
Курганская область,2017,5,1175,0,0,0
Курганская область,2017,6,1044,0,0,0
Курганская область,2017,7,981,0,0,0
Курганская область,2017,8,1108,0,0,0
Курганская область,2017,9,997,0,0,0
Курганская область,2017,10,1074,0,0,0
Курганская область,2017,11,990,0,0,0
Курганская область,2017,12,1051,0,0,0
Курганская область,2018,1,1212,0,0,0
Курганская область,2018,2,941,0,0,0
Курганская область,2018,3,1223,0,0,0
Курганская область,2018,4,1161,0,0,0
Курганская область,2018,5,1269,0,0,0
Курганская область,2018,6,1053,0,0,0
Курганская область,2018,7,1090,0,0,0
Курганская область,2018,8,1017,0,0,0
Курганская область,2018,9,942,0,0,0
Курганская область,2018,10,1119,0,0,0
Курганская область,2018,11,987,0,0,0
Курганская область,2018,12,966,0,0,0
Курганская область,2019,1,1262,0,0,0
Курганская область,2019,2,1137,0,0,0
Курганская область,2019,3,1048,0,0,0
Курганская область,2019,4,1091,0,0,0
Курганская область,2019,5,1117,0,0,0
Курганская область,2019,6,963,0,0,0
Курганская область,2019,7,1143,0,0,0
Курганская область,2019,8,993,0,0,0
Курганская область,2019,9,952,0,0,0
Курганская область,2019,10,1073,0,0,0
Курганская область,2019,11,949,0,0,0
Курганская область,2019,12,986,0,0,0
Курганская область,2020,1,1103,0,0,0
Курганская область,2020,2,962,0,0,0
Курганская область,2020,3,1073,0,0,0
Курганская область,2020,4,1043,0,0,0
Курганская область,2020,5,912,0,2,0
Курганская область,2020,6,1025,1,1,1
Курганская область,2020,7,1396,11,16,8
Курганская область,2020,8,1087,9,17,8
Курганская область,2020,9,1048,19,14,15
Курская область,2016,1,1622,0,0,0
Курская область,2016,2,1531,0,0,0
Курская область,2016,3,1588,0,0,0
Курская область,2016,4,1450,0,0,0
Курская область,2016,5,1542,0,0,0
Курская область,2016,6,1600,0,0,0
Курская область,2016,7,1439,0,0,0
Курская область,2016,8,1506,0,0,0
Курская область,2016,9,1422,0,0,0
Курская область,2016,10,1401,0,0,0
Курская область,2016,11,1466,0,0,0
Курская область,2016,12,1441,0,0,0
Курская область,2017,1,1637,0,0,0
Курская область,2017,2,1525,0,0,0
Курская область,2017,3,1714,0,0,0
Курская область,2017,4,1336,0,0,0
Курская область,2017,5,1500,0,0,0
Курская область,2017,6,1416,0,0,0
Курская область,2017,7,1331,0,0,0
Курская область,2017,8,1451,0,0,0
Курская область,2017,9,1290,0,0,0
Курская область,2017,10,1469,0,0,0
Курская область,2017,11,1417,0,0,0
Курская область,2017,12,1280,0,0,0
Курская область,2018,1,1537,0,0,0
Курская область,2018,2,1340,0,0,0
Курская область,2018,3,1682,0,0,0
Курская область,2018,4,1468,0,0,0
Курская область,2018,5,1597,0,0,0
Курская область,2018,6,1389,0,0,0
Курская область,2018,7,1339,0,0,0
Курская область,2018,8,1341,0,0,0
Курская область,2018,9,1234,0,0,0
Курская область,2018,10,1481,0,0,0
Курская область,2018,11,1433,0,0,0
Курская область,2018,12,1330,0,0,0
Курская область,2019,1,1617,0,0,0
Курская область,2019,2,1320,0,0,0
Курская область,2019,3,1393,0,0,0
Курская область,2019,4,1476,0,0,0
Курская область,2019,5,1457,0,0,0
Курская область,2019,6,1267,0,0,0
Курская область,2019,7,1404,0,0,0
Курская область,2019,8,1272,0,0,0
Курская область,2019,9,1182,0,0,0
Курская область,2019,10,1532,0,0,0
Курская область,2019,11,1321,0,0,0
Курская область,2019,12,1335,0,0,0
Курская область,2020,1,1438,0,0,0
Курская область,2020,2,1316,0,0,0
Курская область,2020,3,1390,0,0,0
Курская область,2020,4,1401,1,2,4
Курская область,2020,5,1564,14,68,9
Курская область,2020,6,1777,22,125,21
Курская область,2020,7,1579,10,86,16
Курская область,2020,8,1268,3,40,3
Курская область,2020,9,1349,4,44,4
Ленинградская область,2016,1,2295,0,0,0
Ленинградская область,2016,2,2226,0,0,0
Ленинградская область,2016,3,2079,0,0,0
Ленинградская область,2016,4,1915,0,0,0
Ленинградская область,2016,5,2095,0,0,0
Ленинградская область,2016,6,2021,0,0,0
Ленинградская область,2016,7,2005,0,0,0
Ленинградская область,2016,8,2201,0,0,0
Ленинградская область,2016,9,1990,0,0,0
Ленинградская область,2016,10,1971,0,0,0
Ленинградская область,2016,11,2051,0,0,0
Ленинградская область,2016,12,2066,0,0,0
Ленинградская область,2017,1,2309,0,0,0
Ленинградская область,2017,2,1983,0,0,0
Ленинградская область,2017,3,2128,0,0,0
Ленинградская область,2017,4,1860,0,0,0
Ленинградская область,2017,5,2174,0,0,0
Ленинградская область,2017,6,2008,0,0,0
Ленинградская область,2017,7,1900,0,0,0
Ленинградская область,2017,8,1901,0,0,0
Ленинградская область,2017,9,1954,0,0,0
Ленинградская область,2017,10,2056,0,0,0
Ленинградская область,2017,11,1834,0,0,0
Ленинградская область,2017,12,1851,0,0,0
Ленинградская область,2018,1,2194,0,0,0
Ленинградская область,2018,2,1894,0,0,0
Ленинградская область,2018,3,2253,0,0,0
Ленинградская область,2018,4,2069,0,0,0
Ленинградская область,2018,5,2098,0,0,0
Ленинградская область,2018,6,1805,0,0,0
Ленинградская область,2018,7,2034,0,0,0
Ленинградская область,2018,8,1968,0,0,0
Ленинградская область,2018,9,1772,0,0,0
Ленинградская область,2018,10,1922,0,0,0
Ленинградская область,2018,11,1800,0,0,0
Ленинградская область,2018,12,1737,0,0,0
Ленинградская область,2019,1,2235,0,0,0
Ленинградская область,2019,2,1867,0,0,0
Ленинградская область,2019,3,1812,0,0,0
Ленинградская область,2019,4,1954,0,0,0
Ленинградская область,2019,5,2022,0,0,0
Ленинградская область,2019,6,1680,0,0,0
Ленинградская область,2019,7,2050,0,0,0
Ленинградская область,2019,8,1949,0,0,0
Ленинградская область,2019,9,1958,0,0,0
Ленинградская область,2019,10,2054,0,0,0
Ленинградская область,2019,11,1812,0,0,0
Ленинградская область,2019,12,1997,0,0,0
Ленинградская область,2020,1,2191,0,0,0
Ленинградская область,2020,2,1825,0,0,0
Ленинградская область,2020,3,2065,0,0,0
Ленинградская область,2020,4,2070,6,0,1
Ленинградская область,2020,5,2618,28,7,10
Ленинградская область,2020,6,2508,33,14,21
Ленинградская область,2020,7,2331,11,2,24
Ленинградская область,2020,8,2077,1,2,23
Ленинградская область,2020,9,2258,2,3,19
Липецкая область,2016,1,1550,0,0,0
Липецкая область,2016,2,1435,0,0,0
Липецкая область,2016,3,1506,0,0,0
Липецкая область,2016,4,1397,0,0,0
Липецкая область,2016,5,1509,0,0,0
Липецкая область,2016,6,1461,0,0,0
Липецкая область,2016,7,1433,0,0,0
Липецкая область,2016,8,1413,0,0,0
Липецкая область,2016,9,1419,0,0,0
Липецкая область,2016,10,1368,0,0,0
Липецкая область,2016,11,1479,0,0,0
Липецкая область,2016,12,1528,0,0,0
Липецкая область,2017,1,1653,0,0,0
Липецкая область,2017,2,1421,0,0,0
Липецкая область,2017,3,1494,0,0,0
Липецкая область,2017,4,1294,0,0,0
Липецкая область,2017,5,1546,0,0,0
Липецкая область,2017,6,1353,0,0,0
Липецкая область,2017,7,1331,0,0,0
Липецкая область,2017,8,1424,0,0,0
Липецкая область,2017,9,1281,0,0,0
Липецкая область,2017,10,1440,0,0,0
Липецкая область,2017,11,1356,0,0,0
Липецкая область,2017,12,1321,0,0,0
Липецкая область,2018,1,1433,0,0,0
Липецкая область,2018,2,1279,0,0,0
Липецкая область,2018,3,1580,0,0,0
Липецкая область,2018,4,1466,0,0,0
Липецкая область,2018,5,1474,0,0,0
Липецкая область,2018,6,1354,0,0,0
Липецкая область,2018,7,1315,0,0,0
Липецкая область,2018,8,1308,0,0,0
Липецкая область,2018,9,1197,0,0,0
Липецкая область,2018,10,1535,0,0,0
Липецкая область,2018,11,1355,0,0,0
Липецкая область,2018,12,1306,0,0,0
Липецкая область,2019,1,1602,0,0,0
Липецкая область,2019,2,1330,0,0,0
Липецкая область,2019,3,1326,0,0,0
Липецкая область,2019,4,1407,0,0,0
Липецкая область,2019,5,1422,0,0,0
Липецкая область,2019,6,1387,0,0,0
Липецкая область,2019,7,1393,0,0,0
Липецкая область,2019,8,1263,0,0,0
Липецкая область,2019,9,1158,0,0,0
Липецкая область,2019,10,1405,0,0,0
Липецкая область,2019,11,1236,0,0,0
Липецкая область,2019,12,1393,0,0,0
Липецкая область,2020,1,1472,0,0,0
Липецкая область,2020,2,1288,0,0,0
Липецкая область,2020,3,1465,0,0,0
Липецкая область,2020,4,1447,1,2,4
Липецкая область,2020,5,1490,5,8,4
Липецкая область,2020,6,1713,10,4,10
Липецкая область,2020,7,1496,7,0,6
Липецкая область,2020,8,1404,3,1,4
Липецкая область,2020,9,1738,17,1,17
Магаданская область,2016,1,137,0,0,0
Магаданская область,2016,2,139,0,0,0
Магаданская область,2016,3,165,0,0,0
Магаданская область,2016,4,120,0,0,0
Магаданская область,2016,5,136,0,0,0
Магаданская область,2016,6,132,0,0,0
Магаданская область,2016,7,128,0,0,0
Магаданская область,2016,8,151,0,0,0
Магаданская область,2016,9,148,0,0,0
Магаданская область,2016,10,101,0,0,0
Магаданская область,2016,11,144,0,0,0
Магаданская область,2016,12,159,0,0,0
Магаданская область,2017,1,130,0,0,0
Магаданская область,2017,2,118,0,0,0
Магаданская область,2017,3,144,0,0,0
Магаданская область,2017,4,156,0,0,0
Магаданская область,2017,5,141,0,0,0
Магаданская область,2017,6,132,0,0,0
Магаданская область,2017,7,133,0,0,0
Магаданская область,2017,8,133,0,0,0
Магаданская область,2017,9,126,0,0,0
Магаданская область,2017,10,133,0,0,0
Магаданская область,2017,11,146,0,0,0
Магаданская область,2017,12,148,0,0,0
Магаданская область,2018,1,143,0,0,0
Магаданская область,2018,2,109,0,0,0
Магаданская область,2018,3,139,0,0,0
Магаданская область,2018,4,152,0,0,0
Магаданская область,2018,5,139,0,0,0
Магаданская область,2018,6,132,0,0,0
Магаданская область,2018,7,132,0,0,0
Магаданская область,2018,8,146,0,0,0
Магаданская область,2018,9,132,0,0,0
Магаданская область,2018,10,119,0,0,0
Магаданская область,2018,11,132,0,0,0
Магаданская область,2018,12,157,0,0,0
Магаданская область,2019,1,142,0,0,0
Магаданская область,2019,2,125,0,0,0
Магаданская область,2019,3,170,0,0,0
Магаданская область,2019,4,151,0,0,0
Магаданская область,2019,5,111,0,0,0
Магаданская область,2019,6,119,0,0,0
Магаданская область,2019,7,145,0,0,0
Магаданская область,2019,8,136,0,0,0
Магаданская область,2019,9,149,0,0,0
Магаданская область,2019,10,119,0,0,0
Магаданская область,2019,11,125,0,0,0
Магаданская область,2019,12,133,0,0,0
Магаданская область,2020,1,147,0,0,0
Магаданская область,2020,2,104,0,0,0
Магаданская область,2020,3,160,0,0,0
Магаданская область,2020,4,129,2,0,2
Магаданская область,2020,5,114,1,1,1
Магаданская область,2020,6,140,1,0,1
Магаданская область,2020,7,135,9,1,9
Магаданская область,2020,8,125,5,0,5
Магаданская область,2020,9,150,7,5,7
Московская область,2016,1,8935,0,0,0
Московская область,2016,2,7842,0,0,0
Московская область,2016,3,8095,0,0,0
Московская область,2016,4,7559,0,0,0
Московская область,2016,5,7870,0,0,0
Московская область,2016,6,7778,0,0,0
Московская область,2016,7,7385,0,0,0
Московская область,2016,8,7861,0,0,0
Московская область,2016,9,7660,0,0,0
Московская область,2016,10,7867,0,0,0
Московская область,2016,11,7691,0,0,0
Московская область,2016,12,9026,0,0,0
Московская область,2017,1,8869,0,0,0
Московская область,2017,2,7048,0,0,0
Московская область,2017,3,7801,0,0,0
Московская область,2017,4,7036,0,0,0
Московская область,2017,5,8120,0,0,0
Московская область,2017,6,7437,0,0,0
Московская область,2017,7,7420,0,0,0
Московская область,2017,8,7445,0,0,0
Московская область,2017,9,7472,0,0,0
Московская область,2017,10,8093,0,0,0
Московская область,2017,11,7445,0,0,0
Московская область,2017,12,7536,0,0,0
Московская область,2018,1,8282,0,0,0
Московская область,2018,2,7364,0,0,0
Московская область,2018,3,8687,0,0,0
Московская область,2018,4,8270,0,0,0
Московская область,2018,5,7870,0,0,0
Московская область,2018,6,7688,0,0,0
Московская область,2018,7,7525,0,0,0
Московская область,2018,8,7410,0,0,0
Московская область,2018,9,6926,0,0,0
Московская область,2018,10,7701,0,0,0
Московская область,2018,11,7138,0,0,0
Московская область,2018,12,7631,0,0,0
Московская область,2019,1,8575,0,0,0
Московская область,2019,2,7305,0,0,0
Московская область,2019,3,7636,0,0,0
Московская область,2019,4,7623,0,0,0
Московская область,2019,5,7693,0,0,0
Московская область,2019,6,7094,0,0,0
Московская область,2019,7,7546,0,0,0
Московская область,2019,8,7339,0,0,0
Московская область,2019,9,7091,0,0,0
Московская область,2019,10,8391,0,0,0
Московская область,2019,11,7332,0,0,0
Московская область,2019,12,7881,0,0,0
Московская область,2020,1,8346,0,0,0
Московская область,2020,2,7563,0,0,0
Московская область,2020,3,7853,0,0,0
Московская область,2020,4,8641,383,36,93
Московская область,2020,5,11089,1669,403,356
Московская область,2020,6,9444,1231,332,438
Московская область,2020,7,8282,538,184,219
Московская область,2020,8,8067,427,133,81
Московская область,2020,9,8672,575,151,151
Мурманская область,2016,1,789,0,0,0
